,team1,team2,date,score,winner,elo1,elo2
5594,mousesports,ago,2018-10-31 18:00:00+00:00,1 - 0,mousesports,1515.5462006336868,1357.4327207546346
5595,nip,faze,2018-10-31 18:00:00+00:00,1 - 0,nip,1416.3772631475788,1498.3467440490158
5596,north,ex-space soldiers,2018-10-31 17:00:00+00:00,1 - 0,north,1549.4015830999579,1414.5972592539356
5597,hellraisers,natus vincere,2018-10-31 17:00:00+00:00,0 - 1,natus vincere,1439.9080265877933,1619.9142790403116
5598,ex-space soldiers,north,2018-10-31 16:00:00+00:00,0 - 1,north,1414.5972592539356,1549.4015830999579
5599,natus vincere,hellraisers,2018-10-31 16:00:00+00:00,0 - 1,hellraisers,1619.9142790403116,1439.9080265877933
5600,windigo,astralis,2018-10-30 21:00:00+00:00,0 - 1,astralis,1335.9981755284346,1832.418706312236
5601,nip,hellraisers,2018-10-30 21:00:00+00:00,0 - 1,hellraisers,1404.7527246204654,1421.2507666220495
5602,astralis,windigo,2018-10-30 20:00:00+00:00,1 - 0,astralis,1832.418706312236,1335.9981755284346
5603,hellraisers,nip,2018-10-30 20:00:00+00:00,0 - 1,nip,1421.2507666220495,1404.7527246204654
5604,ago,natus vincere,2018-10-30 19:00:00+00:00,0 - 1,natus vincere,1328.0188567564483,1662.2507508885178
5605,fnatic,nip,2018-10-30 19:00:00+00:00,1 - 0,fnatic,1436.0866637602362,1404.7527246204654
5606,natus vincere,ago,2018-10-30 18:00:00+00:00,0 - 1,ago,1662.2507508885178,1328.0188567564483
5607,nip,fnatic,2018-10-30 18:00:00+00:00,1 - 0,nip,1404.7527246204654,1436.0866637602362
5608,hellraisers,fnatic,2018-10-30 16:00:00+00:00,1 - 0,hellraisers,1421.2507666220495,1436.0866637602362
5609,mousesports,north,2018-10-30 17:00:00+00:00,1 - 0,mousesports,1504.2531183345538,1560.6946653990908
5610,fnatic,hellraisers,2018-10-30 16:00:00+00:00,0 - 1,hellraisers,1436.0866637602362,1421.2507666220495
5611,north,mousesports,2018-10-30 16:00:00+00:00,1 - 0,north,1560.6946653990908,1504.2531183345538
5612,big,complexity,2018-10-09 08:00:00+00:00,1 - 0,big,1486.5298960863424,1369.0913936404254
5613,sprout,hellraisers,2018-10-09 09:00:00+00:00,0 - 1,hellraisers,1400.0,1383.2137176134365
5614,nrg,fragsters,2018-10-09 11:00:00+00:00,1 - 0,nrg,1437.480525411256,1400.0
5615,mousesports,ence,2018-10-09 12:00:00+00:00,0 - 1,ence,1559.210684228008,1434.8232747717389
5616,renegades,tyloo,2018-10-09 14:00:00+00:00,1 - 0,renegades,1380.8135924649405,1293.253355875695
5617,imperial,cyberzen,2018-10-09 15:00:00+00:00,1 - 0,imperial,1400.0,1378.8499774443092
5618,optic,vega squadron,2018-10-09 16:00:00+00:00,1 - 0,optic,1426.0483516843033,1314.1143381727532
5619,north,gambit,2018-10-09 17:00:00+00:00,1 - 0,north,1559.5560200992202,1375.6107364091124
5620,imperial,renegades,2018-10-10 07:00:00+00:00,0 - 1,renegades,1400.0,1380.8135924649405
5621,fragsters,north,2018-10-10 08:00:00+00:00,1 - 0,fragsters,1400.0,1559.5560200992202
5622,optic,mousesports,2018-10-10 10:00:00+00:00,1 - 0,optic,1426.0483516843033,1559.210684228008
5623,cyberzen,hellraisers,2018-10-10 11:00:00+00:00,0 - 1,hellraisers,1378.8499774443092,1383.2137176134365
5624,tyloo,big,2018-10-10 13:00:00+00:00,0 - 1,big,1295.2291944602268,1485.1643655671771
5625,big,mousesports,2018-10-10 16:00:00+00:00,1 - 0,big,1485.1643655671771,1556.4451530003819
5626,imperial,north,2018-10-10 18:00:00+00:00,0 - 1,north,1401.9212842876523,1553.2408622952748
5627,vega squadron,hellraisers,2018-10-10 19:00:00+00:00,1 - 0,vega squadron,1313.1866692934464,1375.0224204919361
5628,nip,fnatic,2018-11-14 15:00:00+00:00,0 - 1,fnatic,1545.5167084410152,1369.6480048631688
5629,fnatic,nip,2018-11-14 14:00:00+00:00,0 - 1,nip,1369.6480048631688,1545.5167084410152
5630,optic,north,2018-10-21 18:00:00+00:00,0 - 1,north,1495.2105398352637,1557.663942783749
5631,north,optic,2018-10-21 17:00:00+00:00,1 - 0,north,1557.663942783749,1495.2105398352637
5632,mousesports,fnatic,2018-10-20 20:00:00+00:00,0 - 1,fnatic,1532.9558826568827,1393.0893481197782
5633,fnatic,mousesports,2018-10-20 19:00:00+00:00,0 - 1,mousesports,1393.0893481197782,1532.9558826568827
5634,mousesports,north,2018-10-30 22:00:00+00:00,0 - 1,north,1504.2531183345538,1560.6946653990908
5635,north,mousesports,2018-10-30 22:00:00+00:00,0 - 1,mousesports,1560.6946653990908,1504.2531183345538
5636,nip,mousesports,2018-10-19 19:00:00+00:00,0 - 1,mousesports,1370.1496297434967,1532.9558826568827
5637,faze,astralis,2018-10-19 18:00:00+00:00,0 - 1,astralis,1545.270995674433,1772.3979103192269
5638,astralis,faze,2018-10-19 17:00:00+00:00,1 - 0,astralis,1772.3979103192269,1545.270995674433
5639,optic,mousesports,2018-10-18 20:00:00+00:00,1 - 0,optic,1495.2105398352637,1532.9558826568827
5640,mousesports,optic,2018-10-18 19:00:00+00:00,1 - 0,mousesports,1532.9558826568827,1495.2105398352637
5641,fnatic,g2,2018-10-18 18:00:00+00:00,0 - 1,g2,1393.0893481197782,1370.9799429758743
5642,g2,fnatic,2018-10-18 17:00:00+00:00,0 - 1,fnatic,1370.9799429758743,1393.0893481197782
5643,nip,optic,2018-10-17 20:00:00+00:00,1 - 0,nip,1370.1496297434967,1495.2105398352637
5644,optic,nip,2018-10-17 19:00:00+00:00,0 - 1,nip,1495.2105398352637,1370.1496297434967
5645,north,ldlc,2018-10-17 18:00:00+00:00,1 - 0,north,1557.663942783749,1430.5036931154173
5646,ldlc,north,2018-10-17 17:00:00+00:00,0 - 1,north,1430.5036931154173,1557.663942783749
5647,astralis,g2,2018-10-16 20:00:00+00:00,1 - 0,astralis,1798.1405352767595,1420.7639522529496
5648,g2,astralis,2018-10-16 19:00:00+00:00,0 - 1,astralis,1420.7639522529496,1798.1405352767595
5649,fnatic,faze,2018-10-16 18:00:00+00:00,0 - 1,faze,1416.9161911258216,1553.5677436729122
5650,faze,fnatic,2018-10-16 17:00:00+00:00,1 - 0,faze,1553.5677436729122,1416.9161911258216
5651,g2,nip,2018-11-08 21:00:00+00:00,0 - 1,nip,1433.3160902294426,1525.476717210603
5652,nip,g2,2018-11-08 19:00:00+00:00,0 - 1,g2,1525.476717210603,1433.3160902294426
5653,ldlc,g2,2018-11-14 17:00:00+00:00,0 - 1,g2,1505.109764738047,1454.175110672447
5654,g2,ldlc,2018-11-08 17:00:00+00:00,0 - 1,ldlc,1433.3160902294426,1444.353242976161
5655,ldlc,virtus.pro,2018-11-07 20:00:00+00:00,1 - 0,ldlc,1444.353242976161,1356.9085452507595
5656,virtus.pro,ldlc,2018-11-07 19:00:00+00:00,0 - 1,ldlc,1356.9085452507595,1444.353242976161
5657,nip,virtus.pro,2018-11-07 19:00:00+00:00,1 - 0,nip,1525.476717210603,1356.9085452507595
5658,virtus.pro,nip,2018-11-07 18:00:00+00:00,0 - 1,nip,1356.9085452507595,1525.476717210603
5659,optic,ldlc,2018-11-14 15:00:00+00:00,1 - 0,optic,1446.2971527396974,1505.109764738047
5660,ldlc,optic,2018-11-14 14:00:00+00:00,1 - 0,ldlc,1505.109764738047,1446.2971527396974
5661,north,virtus.pro,2018-11-03 21:00:00+00:00,1 - 0,north,1549.4015830999579,1326.7847582090128
5662,virtus.pro,north,2018-11-03 20:00:00+00:00,0 - 1,north,1326.7847582090128,1549.4015830999579
5663,north,fnatic,2018-11-03 19:00:00+00:00,1 - 0,north,1549.4015830999579,1389.9346932917285
5664,fnatic,north,2018-11-03 18:00:00+00:00,0 - 1,north,1389.9346932917285,1549.4015830999579
5665,fnatic,ldlc,2018-11-02 19:00:00+00:00,1 - 0,fnatic,1389.9346932917285,1408.182432005701
5666,ldlc,fnatic,2018-11-02 18:00:00+00:00,1 - 0,ldlc,1408.182432005701,1389.9346932917285
5667,faze,north,2018-11-01 19:00:00+00:00,1 - 0,faze,1498.3467440490158,1549.4015830999579
5668,north,faze,2018-11-01 18:00:00+00:00,0 - 1,faze,1549.4015830999579,1498.3467440490158
5669,ldlc,astralis,2018-11-01 21:00:00+00:00,0 - 1,astralis,1408.182432005701,1840.790560522816
5670,astralis,ldlc,2018-11-01 20:00:00+00:00,0 - 1,ldlc,1840.790560522816,1408.182432005701
5671,faze,nip,2018-10-31 21:00:00+00:00,0 - 1,nip,1498.3467440490158,1416.3772631475788
5672,nip,faze,2018-10-31 20:00:00+00:00,0 - 1,faze,1416.3772631475788,1498.3467440490158
5673,virtus.pro,fnatic,2018-10-31 19:00:00+00:00,1 - 0,virtus.pro,1326.7847582090128,1389.9346932917285
5674,fnatic,virtus.pro,2018-10-31 17:00:00+00:00,0 - 1,virtus.pro,1389.9346932917285,1326.7847582090128
5675,faze,virtus.pro,2018-10-30 21:00:00+00:00,1 - 0,faze,1461.3655107331988,1308.3358773777113
5676,virtus.pro,faze,2018-10-30 20:00:00+00:00,1 - 0,virtus.pro,1308.3358773777113,1461.3655107331988
5677,virtus.pro,astralis,2018-10-30 19:00:00+00:00,0 - 1,astralis,1308.3358773777113,1832.418706312236
5678,astralis,virtus.pro,2018-10-30 18:00:00+00:00,1 - 0,astralis,1832.418706312236,1308.3358773777113
5679,astralis,mousesports,2018-10-23 20:00:00+00:00,1 - 0,astralis,1772.3979103192269,1532.9558826568827
5680,mousesports,astralis,2018-10-23 19:00:00+00:00,0 - 1,astralis,1532.9558826568827,1772.3979103192269
5681,fnatic,astralis,2018-10-23 18:00:00+00:00,0 - 1,astralis,1393.0893481197782,1772.3979103192269
5682,astralis,fnatic,2018-10-23 17:00:00+00:00,1 - 0,astralis,1772.3979103192269,1393.0893481197782
5683,optic,astralis,2018-10-22 20:00:00+00:00,0 - 1,astralis,1495.2105398352637,1772.3979103192269
5684,astralis,optic,2018-10-22 19:00:00+00:00,1 - 0,astralis,1772.3979103192269,1495.2105398352637
5685,g2,faze,2018-10-22 18:00:00+00:00,0 - 1,faze,1370.9799429758743,1545.270995674433
5686,faze,g2,2018-10-22 17:00:00+00:00,0 - 1,g2,1545.270995674433,1370.9799429758743
5687,ex-space soldiers,big,2018-10-18 18:00:00+00:00,0 - 1,big,1399.8116520775443,1521.540067888114
5688,big,ex-space soldiers,2018-10-18 17:00:00+00:00,0 - 1,ex-space soldiers,1521.540067888114,1399.8116520775443
5689,ex-space soldiers,faze,2018-10-16 21:00:00+00:00,0 - 1,faze,1400.0,1553.5677436729122
5690,faze,ex-space soldiers,2018-10-16 20:00:00+00:00,0 - 1,ex-space soldiers,1553.5677436729122,1400.0
5691,natus vincere,ex-space soldiers,2018-10-16 18:00:00+00:00,1 - 0,natus vincere,1601.1858767218835,1400.0
5692,ex-space soldiers,natus vincere,2018-10-16 17:00:00+00:00,0 - 1,natus vincere,1400.0,1601.1858767218835
5693,ence,vega squadron,2018-10-14 14:00:00+00:00,3 - 2,ence,1490.0241188812536,1313.1866692934464
5694,vega squadron,nrg,2018-10-13 15:00:00+00:00,2 - 1,vega squadron,1313.1866692934464,1429.7090185513832
5695,optic,ence,2018-10-13 12:00:00+00:00,0 - 2,ence,1460.3357150201214,1490.0241188812536
5696,spacestation,renegades,2018-11-03 00:00:00+00:00,0 - 1,renegades,1322.574908993248,1472.460509538484
5697,renegades,spacestation,2018-11-03 00:00:00+00:00,1 - 0,renegades,1472.460509538484,1322.574908993248
5698,rogue,spacestation,2018-11-03 23:00:00+00:00,0 - 1,spacestation,1349.2282270959058,1322.574908993248
5699,spacestation,rogue,2018-11-03 22:00:00+00:00,0 - 1,rogue,1322.574908993248,1349.2282270959058
5700,nrg,spacestation,2018-11-02 02:00:00+00:00,1 - 0,nrg,1536.950020285868,1322.574908993248
5701,spacestation,nrg,2018-11-02 01:00:00+00:00,0 - 1,nrg,1322.574908993248,1536.950020285868
5702,complexity,spacestation,2018-11-06 23:00:00+00:00,1 - 0,complexity,1411.8693063824521,1322.574908993248
5703,spacestation,complexity,2018-11-06 22:00:00+00:00,1 - 0,spacestation,1322.574908993248,1411.8693063824521
5704,nrg,north,2018-10-12 17:00:00+00:00,2 - 0,nrg,1429.7090185513832,1553.2408622952748
5705,vega squadron,fragsters,2018-10-12 14:00:00+00:00,2 - 0,vega squadron,1313.1866692934464,1453.353822615258
5706,ence,big,2018-10-12 10:00:00+00:00,2 - 1,ence,1490.0241188812536,1485.1643655671771
5707,optic,renegades,2018-10-12 07:00:00+00:00,2 - 0,optic,1460.3357150201214,1474.222997382025
5708,spacestation,cloud9,2018-10-11 22:00:00+00:00,0 - 1,cloud9,1400.0,1431.2216814649216
5709,cloud9,spacestation,2018-10-11 22:00:00+00:00,1 - 0,cloud9,1431.2216814649216,1400.0
5710,g2,virtus.pro,2018-10-11 20:00:00+00:00,1 - 0,g2,1420.7639522529496,1293.8141815237616
5711,virtus.pro,g2,2018-10-11 19:00:00+00:00,1 - 0,virtus.pro,1293.8141815237616,1420.7639522529496
5712,north,nip,2018-10-11 18:00:00+00:00,1 - 0,north,1553.2408622952748,1371.1098056904632
5713,nip,north,2018-10-11 17:00:00+00:00,0 - 1,north,1371.1098056904632,1553.2408622952748
5714,renegades,nrg,2018-10-24 01:00:00+00:00,0 - 1,nrg,1452.4137706910462,1475.0335769748965
5715,nrg,renegades,2018-10-24 00:00:00+00:00,1 - 0,nrg,1475.0335769748965,1452.4137706910462
5716,rogue,complexity,2018-11-08 00:00:00+00:00,1 - 0,rogue,1356.1053471253306,1363.8535470539214
5717,complexity,rogue,2018-11-07 23:00:00+00:00,1 - 0,complexity,1363.8535470539214,1356.1053471253306
5718,eunited,complexity,2018-11-07 02:00:00+00:00,1 - 0,eunited,1418.2215947637605,1411.8693063824521
5719,complexity,eunited,2018-11-07 01:00:00+00:00,1 - 0,complexity,1411.8693063824521,1418.2215947637605
5720,complexity,cloud9,2018-10-18 01:00:00+00:00,1 - 0,complexity,1323.145736751049,1451.5606866287842
5721,cloud9,complexity,2018-10-18 00:00:00+00:00,1 - 0,cloud9,1451.5606866287842,1323.145736751049
5722,renegades,rogue,2018-10-31 23:00:00+00:00,0 - 1,rogue,1472.460509538484,1349.2282270959058
5723,rogue,renegades,2018-10-31 22:00:00+00:00,0 - 1,renegades,1349.2282270959058,1472.460509538484
5724,renegades,complexity,2018-11-09 00:00:00+00:00,1 - 0,renegades,1517.4062643534483,1363.8535470539214
5725,complexity,renegades,2018-11-08 23:00:00+00:00,0 - 1,renegades,1363.8535470539214,1517.4062643534483
5726,renegades,eunited,2018-11-02 23:00:00+00:00,0 - 1,eunited,1472.460509538484,1418.2215947637605
5727,eunited,renegades,2018-11-02 22:00:00+00:00,0 - 1,renegades,1418.2215947637605,1472.460509538484
5728,liquid,renegades,2018-11-01 23:00:00+00:00,0 - 1,renegades,1535.952227163983,1472.460509538484
5729,renegades,liquid,2018-11-01 22:00:00+00:00,1 - 0,renegades,1472.460509538484,1535.952227163983
5730,renegades,luminosity,2018-11-01 01:00:00+00:00,1 - 0,renegades,1472.460509538484,1270.415768913724
5731,luminosity,renegades,2018-11-01 00:00:00+00:00,0 - 1,renegades,1270.415768913724,1472.460509538484
5732,renegades,cloud9,2018-10-23 23:00:00+00:00,0 - 1,cloud9,1452.4137706910462,1451.5606866287842
5733,cloud9,renegades,2018-10-23 22:00:00+00:00,0 - 1,renegades,1451.5606866287842,1452.4137706910462
5734,rogue,mibr,2018-11-09 01:00:00+00:00,1 - 0,rogue,1356.1053471253306,1521.8867087648305
5735,mibr,rogue,2018-11-09 01:00:00+00:00,1 - 0,mibr,1521.8867087648305,1356.1053471253306
5736,mibr,complexity,2018-11-08 02:00:00+00:00,1 - 0,mibr,1521.8867087648305,1363.8535470539214
5737,complexity,mibr,2018-11-08 01:00:00+00:00,0 - 1,mibr,1363.8535470539214,1521.8867087648305
5738,ldlc,faze,2018-10-10 20:00:00+00:00,1 - 0,ldlc,1418.1180938139228,1553.5677436729122
5739,faze,ldlc,2018-10-10 19:00:00+00:00,1 - 0,faze,1553.5677436729122,1418.1180938139228
5740,optic,g2,2018-10-10 18:00:00+00:00,1 - 0,optic,1460.3357150201214,1420.7639522529496
5741,g2,optic,2018-10-10 17:00:00+00:00,0 - 1,optic,1420.7639522529496,1460.3357150201214
5742,vega squadron,gambit,2018-10-10 14:00:00+00:00,1 - 0,vega squadron,1313.1866692934464,1367.4717566252757
5743,complexity,renegades,2018-10-08 09:00:00+00:00,0 - 1,renegades,1369.0913936404254,1380.8135924649405
5744,sprout,vega squadron,2018-10-08 10:00:00+00:00,0 - 1,vega squadron,1400.0,1314.1143381727532
5745,luminosity,eunited,2018-11-15 03:00:00+00:00,0 - 1,eunited,1334.1750177240763,1368.6558929441126
5746,rogue,intz,2018-11-15 03:00:00+00:00,1 - 0,rogue,1368.0258814983401,1429.1419418766093
5747,renegades,envy,2018-11-15 02:00:00+00:00,0 - 1,envy,1539.8419385390055,1301.0989376144464
5748,mibr,complexity,2018-11-15 03:00:00+00:00,1 - 0,mibr,1513.782330592819,1341.2498013498077
5749,ghost,liquid,2018-11-15 03:00:00+00:00,1 - 0,ghost,1462.5309078898813,1493.8591871722983
5750,cloud9,nrg,2018-11-15 03:00:00+00:00,1 - 0,cloud9,1412.8292080820202,1582.7598682956761
5751,eunited,luminosity,2018-11-15 01:00:00+00:00,1 - 0,eunited,1368.6558929441126,1334.1750177240763
5752,intz,rogue,2018-11-15 01:00:00+00:00,1 - 0,intz,1429.1419418766093,1368.0258814983401
5753,envy,renegades,2018-11-15 01:00:00+00:00,1 - 0,envy,1301.0989376144464,1539.8419385390055
5754,complexity,mibr,2018-11-15 01:00:00+00:00,0 - 1,mibr,1341.2498013498077,1513.782330592819
5755,liquid,ghost,2018-11-15 01:00:00+00:00,1 - 0,liquid,1493.8591871722983,1462.5309078898813
5756,nrg,cloud9,2018-11-15 01:00:00+00:00,1 - 0,nrg,1582.7598682956761,1412.8292080820202
5757,complexity,liquid,2018-11-14 02:00:00+00:00,0 - 1,liquid,1363.8535470539214,1495.889898327632
5758,liquid,complexity,2018-11-14 01:00:00+00:00,0 - 1,complexity,1495.889898327632,1363.8535470539214
5759,cloud9,ghost,2018-11-14 00:00:00+00:00,1 - 0,cloud9,1358.6543275822187,1516.705788389683
5760,ghost,cloud9,2018-11-13 23:00:00+00:00,0 - 1,cloud9,1516.705788389683,1358.6543275822187
5761,complexity,intz,2018-11-02 02:00:00+00:00,0 - 1,intz,1411.8693063824521,1385.6065735479522
5762,intz,complexity,2018-11-02 01:00:00+00:00,1 - 0,intz,1385.6065735479522,1411.8693063824521
5763,luminosity,envy,2018-11-02 00:00:00+00:00,1 - 0,luminosity,1270.415768913724,1330.0206033692023
5764,envy,luminosity,2018-11-01 23:00:00+00:00,0 - 1,luminosity,1330.0206033692023,1270.415768913724
5765,eunited,intz,2018-11-01 02:00:00+00:00,1 - 0,eunited,1418.2215947637605,1385.6065735479522
5766,intz,eunited,2018-11-01 01:00:00+00:00,1 - 0,intz,1385.6065735479522,1418.2215947637605
5767,envy,eunited,2018-11-01 00:00:00+00:00,0 - 1,eunited,1330.0206033692023,1418.2215947637605
5768,eunited,envy,2018-10-31 23:00:00+00:00,0 - 1,envy,1418.2215947637605,1330.0206033692023
5769,rogue,complexity,2018-10-31 03:00:00+00:00,1 - 0,rogue,1343.5634260119805,1417.5341074663775
5770,complexity,rogue,2018-10-31 01:00:00+00:00,1 - 0,complexity,1417.5341074663775,1343.5634260119805
5771,envy,cloud9,2018-10-31 00:00:00+00:00,1 - 0,envy,1283.5150850454236,1365.4426173916415
5772,cloud9,envy,2018-10-30 23:00:00+00:00,0 - 1,envy,1365.4426173916415,1283.5150850454236
5773,eunited,nrg,2018-10-23 01:00:00+00:00,0 - 1,nrg,1359.095436351558,1475.0335769748965
5774,nrg,eunited,2018-10-23 00:00:00+00:00,1 - 0,nrg,1475.0335769748965,1359.095436351558
5775,mibr,renegades,2018-10-22 23:00:00+00:00,0 - 1,renegades,1570.0030574307407,1452.4137706910462
5776,renegades,mibr,2018-10-22 22:00:00+00:00,1 - 0,renegades,1452.4137706910462,1570.0030574307407
5777,complexity,luminosity,2018-10-22 03:00:00+00:00,1 - 0,complexity,1323.145736751049,1313.2636654506023
5778,intz,ghost,2018-10-22 03:00:00+00:00,0 - 1,ghost,1396.978406192162,1495.914242787867
5779,luminosity,complexity,2018-10-22 02:00:00+00:00,0 - 1,complexity,1313.2636654506023,1323.145736751049
5780,ghost,intz,2018-10-22 02:00:00+00:00,0 - 1,intz,1495.914242787867,1396.978406192162
5781,rogue,mibr,2018-10-22 01:00:00+00:00,0 - 1,mibr,1386.2596513878427,1570.0030574307407
5782,cloud9,renegades,2018-10-22 01:00:00+00:00,1 - 0,cloud9,1451.5606866287842,1452.4137706910462
5783,complexity,nrg,2018-10-22 01:00:00+00:00,1 - 0,complexity,1323.145736751049,1475.0335769748965
5784,mibr,rogue,2018-10-22 00:00:00+00:00,1 - 0,mibr,1570.0030574307407,1386.2596513878427
5785,renegades,cloud9,2018-10-22 00:00:00+00:00,1 - 0,renegades,1452.4137706910462,1451.5606866287842
5786,nrg,complexity,2018-10-22 00:00:00+00:00,0 - 1,complexity,1475.0335769748965,1323.145736751049
5787,envy,rogue,2018-10-21 23:00:00+00:00,0 - 1,rogue,1359.4982201483565,1386.2596513878427
5788,luminosity,ghost,2018-10-21 23:00:00+00:00,0 - 1,ghost,1313.2636654506023,1495.914242787867
5789,mibr,cloud9,2018-10-21 23:00:00+00:00,1 - 0,mibr,1570.0030574307407,1451.5606866287842
5790,rogue,envy,2018-10-21 22:00:00+00:00,1 - 0,rogue,1386.2596513878427,1359.4982201483565
5791,ghost,luminosity,2018-10-21 22:00:00+00:00,1 - 0,ghost,1495.914242787867,1313.2636654506023
5792,cloud9,mibr,2018-10-21 22:00:00+00:00,1 - 0,cloud9,1451.5606866287842,1570.0030574307407
5793,g2,big,2018-10-21 20:00:00+00:00,1 - 0,g2,1370.9799429758743,1521.540067888114
5794,mousesports,heroic,2018-10-21 20:00:00+00:00,1 - 0,mousesports,1532.9558826568827,1438.3435457694557
5795,big,g2,2018-10-21 19:00:00+00:00,1 - 0,big,1521.540067888114,1370.9799429758743
5796,heroic,mousesports,2018-10-21 19:00:00+00:00,0 - 1,mousesports,1438.3435457694557,1532.9558826568827
5797,natus vincere,windigo,2018-10-21 18:00:00+00:00,1 - 0,natus vincere,1634.5388046743706,1374.7802814712072
5798,faze,mousesports,2018-10-21 18:00:00+00:00,0 - 1,mousesports,1545.270995674433,1532.9558826568827
5799,windigo,natus vincere,2018-10-21 17:00:00+00:00,0 - 1,natus vincere,1374.7802814712072,1634.5388046743706
5800,mousesports,faze,2018-10-21 17:00:00+00:00,0 - 1,faze,1532.9558826568827,1545.270995674433
5801,heroic,natus vincere,2018-10-21 16:00:00+00:00,0 - 1,natus vincere,1438.3435457694557,1634.5388046743706
5802,north,fnatic,2018-10-21 16:00:00+00:00,0 - 1,fnatic,1557.663942783749,1393.0893481197782
5803,natus vincere,heroic,2018-10-21 15:00:00+00:00,1 - 0,natus vincere,1634.5388046743706,1438.3435457694557
5804,fnatic,north,2018-10-21 15:00:00+00:00,0 - 1,north,1393.0893481197782,1557.663942783749
5805,liquid,rogue,2018-10-21 03:00:00+00:00,0 - 1,rogue,1647.0384357145804,1386.2596513878427
5806,mibr,nrg,2018-10-21 03:00:00+00:00,1 - 0,mibr,1570.0030574307407,1475.0335769748965
5807,rogue,liquid,2018-10-21 02:00:00+00:00,0 - 1,liquid,1386.2596513878427,1647.0384357145804
5808,nrg,mibr,2018-10-21 02:00:00+00:00,0 - 1,mibr,1475.0335769748965,1570.0030574307407
5809,cloud9,intz,2018-10-21 01:00:00+00:00,1 - 0,cloud9,1451.5606866287842,1396.978406192162
